movie_id,genres,director,actor
381681,Drama Romance,['RichardLinklater'],"['EthanHawke', 'JulieDelpy', 'VernonDobtcheff', 'LouiseLemoineTorrès']"
421715,Drama Fantasy Romance,['DavidFincher'],"['BradPitt', 'CateBlanchett', 'TildaSwinton', 'JuliaOrmond']"
437086,Action Adventure SciFi Thriller,['RobertRodriguez'],"['RosaSalazar', 'ChristophWaltz', 'JenniferConnelly', 'MahershalaAli']"
448115,Action Adventure Comedy Fantasy,['DavidF.Sandberg'],"['ZacharyLevi', 'MarkStrong', 'AsherAngel', 'JackDylanGrazer']"
451279,Action Adventure Fantasy SciFi War,['PattyJenkins'],"['GalGadot', 'ChrisPine', 'RobinWright', 'LucyDavis']"
462335,Drama Horror SciFi,['BenWheatley'],"['TomHiddleston', 'JeremyIrons', 'SiennaMiller', 'LukeEvans']"
470752,Drama Mystery SciFi Thriller,['AlexGarland'],"['AliciaVikander', 'DomhnallGleeson', 'OscarIsaac', 'SonoyaMizuno']"
475290,Comedy Drama Music Mystery,"['EthanCoen', 'JoelCoen']","['JoshBrolin', 'GeorgeClooney', 'AldenEhrenreich', 'RalphFiennes']"
478970,Action Adventure Comedy SciFi,['PeytonReed'],"['PaulRudd', 'MichaelDouglas', 'CoreyStoll', 'EvangelineLilly']"
490215,Adventure Drama History,['MartinScorsese'],"['AndrewGarfield', 'AdamDriver', 'LiamNeeson', 'TadanobuAsano']"
491175,Comedy Crime Drama Mystery Thriller,['GeorgeClooney'],"['MattDamon', 'JulianneMoore', 'OscarIsaac', 'NoahJupe']"
491203,Drama History Romance,['JustinChadwick'],"['AliciaVikander', 'DaneDeHaan', ""JackO'Connell"", 'HollidayGrainger']"
787524,Biography Drama,['MattBrown'],"['DevPatel', 'JeremyIrons', 'MalcolmSinclair', 'RaghuvirJoshi']"
803096,Action Adventure Fantasy,['DuncanJones'],"['TravisFimmel', 'PaulaPatton', 'BenFoster', 'DominicCooper']"
804497,Comedy Drama Romance,"['AnnaBoden', 'RyanFleck']","['KeirGilchrist', 'ZachGalifianakis', 'EmmaRoberts', 'DanaDeVestern']"
810819,Biography Drama Romance,['TomHooper'],"['EddieRedmayne', 'AliciaVikander', 'AmberHeard', 'BenWhishaw']"
816692,Adventure Drama SciFi,['ChristopherNolan'],"['MatthewMcConaughey', 'AnneHathaway', 'JessicaChastain', 'MackenzieFoy']"
837563,Horror Mystery Thriller,"['KevinKölsch', 'DennisWidmyer']","['JasonClarke', 'AmySeimetz', 'JohnLithgow', 'JetéLaurence']"
859163,Action Adventure Fantasy Horror Thriller,['RobCohen'],"['BrendanFraser', 'JetLi', 'MariaBello', 'MichelleYeoh']"
864835,Animation Adventure Comedy Family SciFi,['RobMinkoff'],"['TyBurrell', 'MaxCharles', 'StephenColbert', 'LeslieMann']"
900387,Drama Romance War,['SaulDibb'],"['MichelleWilliams', 'KristinScottThomas', 'MargotRobbie', 'EricGodon']"
918940,Action Adventure Drama Fantasy Romance,['DavidYates'],"['AlexanderSkarsgård', 'RoryJSaper', 'ChristianStevens', 'ChristophWaltz']"
974015,Action Adventure Fantasy SciFi,['ZackSnyder'],"['BenAffleck', 'GalGadot', 'JasonMomoa', 'EzraMiller']"
1014763,Crime Drama History Thriller,['DanielEspinosa'],"['TomHardy', 'GaryOldman', 'NoomiRapace', 'JoelKinnaman']"
1017451,Biography Drama Music,['FloriaSigismondi'],"['KristenStewart', 'DakotaFanning', 'MichaelShannon', 'StellaMaeve']"
1020072,Biography Drama History,['AvaDuVernay'],"['DavidOyelowo', 'CarmenEjogo', 'OprahWinfrey', 'TomWilkinson']"
1034415,Fantasy Horror Mystery Thriller,['LucaGuadagnino'],"['ChloëGraceMoretz', 'TildaSwinton', 'DorisHick', 'MalgorzataBela']"
1051904,Adventure Comedy Family Fantasy Horror,['RobLetterman'],"['JackBlack', 'DylanMinnette', 'OdeyaRush', 'RyanLee']"
1072748,Biography Drama Fantasy Horror Mystery Thriller,"['MichaelSpierig', 'PeterSpierig']","['HelenMirren', 'SarahSnook', ""FinnScicluna-O'Prey"", 'JasonClarke']"
1100089,Biography Drama Sport,['BennettMiller'],"['SteveCarell', 'ChanningTatum', 'MarkRuffalo', 'VanessaRedgrave']"
1121096,Action Adventure Fantasy,['SergeiBodrov'],"['BenBarnes', 'JulianneMoore', 'JeffBridges', 'AliciaVikander']"
1124037,Action Biography Drama History War,['GaryRoss'],"['MatthewMcConaughey', 'GuguMbatha-Raw', 'MahershalaAli', 'KeriRussell']"
1126590,Biography Crime Drama Romance,['TimBurton'],"['AmyAdams', 'ChristophWaltz', 'DannyHuston', 'KrystenRitter']"
1172049,Comedy Drama,['Jean-MarcVallée'],"['JakeGyllenhaal', 'NaomiWatts', 'ChrisCooper', 'JudahLewis']"
1179933,Drama Horror Mystery SciFi Thriller,['DanTrachtenberg'],"['JohnGoodman', 'MaryElizabethWinstead', 'JohnGallagherJr.', 'DouglasM.Griffin']"
1182345,Drama Mystery SciFi,['DuncanJones'],"['SamRockwell', 'KevinSpacey', 'DominiqueMcElligott', 'RosieShaw']"
1186830,Adventure Biography Drama History Romance,['AlejandroAmenábar'],"['RachelWeisz', 'MaxMinghella', 'OscarIsaac', 'AshrafBarhom']"
1212428,Adventure Biography Drama History,['JamesGray'],"['CharlieHunnam', 'RobertPattinson', 'SiennaMiller', 'TomHolland']"
1213641,Biography Drama History,['DamienChazelle'],"['RyanGosling', 'ClaireFoy', 'JasonClarke', 'KyleChandler']"
1219289,Mystery SciFi Thriller,['NeilBurger'],"['BradleyCooper', 'AnnaFriel', 'AbbieCornish', 'RobertDeNiro']"
1219827,Action Drama SciFi Thriller,['RupertSanders'],"['ScarlettJohansson', 'PilouAsbæk', 'TakeshiKitano', 'JulietteBinoche']"
1226837,Biography Drama,['FelixvanGroeningen'],"['SteveCarell', 'MauraTierney', 'JackDylanGrazer', 'OakleyBull']"
1234548,Comedy War,['GrantHeslov'],"['EwanMcGregor', 'GeorgeClooney', 'KevinSpacey', 'JeffBridges']"
1243974,Comedy Drama Romance,['CameronCrowe'],"['BradleyCooper', 'RachelMcAdams', 'EmmaStone', 'AlecBaldwin']"
1247690,Drama History Romance,['SusanneBier'],"['BradleyCooper', 'JenniferLawrence', 'RhysIfans', 'TobyJones']"
1270797,Action SciFi Thriller,['RubenFleischer'],"['TomHardy', 'MichelleWilliams', 'RizAhmed', 'ScottHaze']"
1289401,Action Comedy Fantasy SciFi,['PaulFeig'],"['MelissaMcCarthy', 'KristenWiig', 'KateMcKinnon', 'LeslieJones']"
1291566,Drama Mystery Romance,['ShawnChristensen'],"['LoganLerman', 'ElleFanning', 'KyleChandler', 'MichelleMonaghan']"
1292566,Comedy Drama Romance,['ChristianDitter'],"['DakotaJohnson', 'RebelWilson', 'LeslieMann', 'AlisonBrie']"
1334260,Drama Romance SciFi,['MarkRomanek'],"['KeiraKnightley', 'CareyMulligan', 'AndrewGarfield', 'IzzyMeikle-Small']"
1340138,Action Adventure SciFi,['AlanTaylor'],"['ArnoldSchwarzenegger', 'JasonClarke', 'EmiliaClarke', 'JaiCourtney']"
1355631,Biography Crime Drama Thriller,['BradFurman'],"['BryanCranston', 'JohnLeguizamo', 'DianeKruger', 'AmyRyan']"
1355644,Drama Romance SciFi Thriller,['MortenTyldum'],"['JenniferLawrence', 'ChrisPratt', 'MichaelSheen', 'LaurenceFishburne']"
1355683,Biography Crime Drama,['ScottCooper'],"['JohnnyDepp', 'BenedictCumberbatch', 'DakotaJohnson', 'JoelEdgerton']"
1365519,Action Adventure Fantasy Thriller,['RoarUthaug'],"['AliciaVikander', 'DominicWest', 'WaltonGoggins', 'DanielWu']"
1374989,Action Comedy Horror Romance,['BurrSteers'],"['LilyJames', 'SamRiley', 'JackHuston', 'BellaHeathcote']"
1376213,Adventure Family Fantasy,['JonathanNewman'],"['AneurinBarnard', 'MichaelSheen', 'LenaHeadey', 'SamNeill']"
1386697,Action Adventure Fantasy SciFi,['DavidAyer'],"['WillSmith', 'JaredLeto', 'MargotRobbie', 'ViolaDavis']"
1389072,Drama SciFi,['AlexanderPayne'],"['MattDamon', 'ChristophWaltz', 'HongChau', 'KristenWiig']"
1390411,Action Adventure Biography Drama History Thriller,['RonHoward'],"['ChrisHemsworth', 'CillianMurphy', 'BrendanGleeson', 'BenWhishaw']"
1392190,Action Adventure SciFi Thriller,['GeorgeMiller'],"['TomHardy', 'CharlizeTheron', 'NicholasHoult', 'ZoëKravitz']"
1396484,Horror Thriller,['AndyMuschietti'],"['BillSkarsgård', 'JaedenMartell', 'FinnWolfhard', 'SophiaLillis']"
1398426,Biography Drama History Music,['F.GaryGray'],"[""O'SheaJacksonJr."", 'CoreyHawkins', 'JasonMitchell', 'NeilBrownJr.']"
1413492,Action Drama History War,['NicolaiFuglsig'],"['ChrisHemsworth', 'MichaelShannon', 'MichaelPeña', 'NavidNegahban']"
1431045,Action Adventure Comedy SciFi,['TimMiller'],"['RyanReynolds', 'MorenaBaccarin', 'T.J.Miller', 'EdSkrein']"
1441953,Biography Drama History War,['JamesKent'],"['AliciaVikander', 'KitHarington', 'TaronEgerton', 'DominicWest']"
1457767,Horror Mystery Thriller,['JamesWan'],"['PatrickWilson', 'VeraFarmiga', 'RonLivingston', 'LiliTaylor']"
1468846,Comedy,['DylanKidd'],"['MilesTeller', 'AnnaKendrick', 'BryanCranston', 'NicholasBraun']"
1469304,Action Comedy Crime,['SethGordon'],"['DwayneJohnson', 'ZacEfron', 'AlexandraDaddario', 'PriyankaChopraJonas']"
1477834,Action Adventure Fantasy SciFi,['JamesWan'],"['JasonMomoa', 'AmberHeard', 'WillemDafoe', 'PatrickWilson']"
1485796,Biography Drama Musical,['MichaelGracey'],"['HughJackman', 'MichelleWilliams', 'ZacEfron', 'Zendaya']"
1502407,Horror Thriller,['DavidGordonGreen'],"['JamieLeeCurtis', 'JudyGreer', 'AndiMatichak', 'JamesJudeCourtney']"
1502712,Action Adventure Drama SciFi,['JoshTrank'],"['MilesTeller', 'KateMara', 'MichaelB.Jordan', 'JamieBell']"
1517451,Drama Music Romance,[],"['LadyGaga', 'BradleyCooper', 'SamElliott', 'GregGrunberg']"
1524930,Adventure Comedy,"['JohnFrancisDaley', 'JonathanGoldstein']","['EdHelms', 'ChristinaApplegate', 'SkylerGisondo', 'SteeleStebbins']"
1528100,Action Adventure Drama Fantasy,['RidleyScott'],"['ChristianBale', 'JoelEdgerton', 'BenKingsley', 'SigourneyWeaver']"
1563742,Comedy Romance,['RobGreenberg'],"['EugenioDerbez', 'AnnaFaris', 'EvaLongoria', 'JohnHannah']"
1571234,Action Adventure Fantasy SciFi Thriller,['ChristianRivers'],"['HeraHilmar', 'RobertSheehan', 'HugoWeaving', 'Jihae']"
1571249,Comedy Drama Romance,['CraigJohnson'],"['KristenWiig', 'BillHader', 'LukeWilson', 'TyBurrell']"
1577052,Comedy,['ChristopherNeil'],"['DavidDuchovny', 'VeraFarmiga', 'GrahamPhillips', 'JustinKirk']"
1596363,Biography Comedy Drama History,['AdamMcKay'],"['ChristianBale', 'SteveCarell', 'RyanGosling', 'BradPitt']"
1598642,Drama SciFi Thriller,['CraigZobel'],"['ChiwetelEjiofor', 'ChrisPine', 'MargotRobbie']"
1608290,Comedy,[],"['BenStiller', 'OwenWilson', 'PenélopeCruz', 'WillFerrell']"
1615147,Drama Thriller,['J.C.Chandor'],"['ZacharyQuinto', 'StanleyTucci', 'KevinSpacey', 'PaulBettany']"
1615160,Action Thriller,['MartinCampbell'],"['KatieLeung', 'JackieChan', 'RufusJones', 'MarkTandy']"
1617661,Action Adventure SciFi,"['LanaWachowski', 'LillyWachowski']","['ChanningTatum', 'MilaKunis', 'EddieRedmayne', 'SeanBean']"
1618434,Action Comedy Mystery Romance,['KyleNewacheck'],"['AdamSandler', 'JenniferAniston', 'LukeEvans', 'TerenceStamp']"
1618442,Action Adventure Fantasy,['BreckEisner'],"['VinDiesel', 'RoseLeslie', 'ElijahWood', 'ÓlafurDarriÓlafsson']"
1619029,Biography Drama History,['PabloLarraín'],"['NataliePortman', 'PeterSarsgaard', 'GretaGerwig', 'BillyCrudup']"
1620680,Adventure Family Fantasy SciFi,['AvaDuVernay'],"['StormReid', 'OprahWinfrey', 'ReeseWitherspoon', 'MindyKaling']"
1628841,Action Adventure SciFi,['RolandEmmerich'],"['LiamHemsworth', 'JeffGoldblum', 'BillPullman', 'MaikaMonroe']"
1638002,Comedy Romance,['ChristianDitter'],"['LilyCollins', 'SamClaflin', 'ChristianCooke', 'JaimeWinstone']"
1638355,Action Adventure Comedy,['GuyRitchie'],"['HenryCavill', 'ArmieHammer', 'AliciaVikander', 'ElizabethDebicki']"
1648190,Action Adventure Fantasy Horror SciFi Western,['NikolajArcel'],"['IdrisElba', 'MatthewMcConaughey', 'TomTaylor', 'DennisHaysbert']"
1653665,Biography Drama,['SimonCurtis'],"['DomhnallGleeson', 'MargotRobbie', 'KellyMacdonald', 'VickiPepperdine']"
1655441,Drama Fantasy Romance,['LeeTolandKrieger'],"['BlakeLively', 'MichielHuisman', 'HarrisonFord', 'KathyBaker']"
1658801,Biography Drama Romance,['PeterSollett'],"['JulianneMoore', 'ElliotPage', 'SteveCarell', 'MichaelShannon']"
1659337,Drama,['StephenChbosky'],"['LoganLerman', 'EmmaWatson', 'EzraMiller', 'PaulRudd']"
1661199,Drama Family Fantasy Romance,['KennethBranagh'],"['LilyJames', 'CateBlanchett', 'RichardMadden', 'HelenaBonhamCarter']"
1661275,Comedy Drama Romance War,['LoneScherfig'],"['GemmaArterton', 'SamClaflin', 'BillNighy', 'RichardE.Grant']"
1663202,Action Adventure Biography Drama Western,['AlejandroG.Iñárritu'],"['LeonardoDiCaprio', 'TomHardy', 'WillPoulter', 'DomhnallGleeson']"
1667321,Drama Music Romance,['DominicCooke'],"['BillyHowle', 'SaoirseRonan', 'AndyBurse', 'RasmusHardiker']"
1677720,Action Adventure SciFi,['StevenSpielberg'],"['TyeSheridan', 'OliviaCooke', 'BenMendelsohn', 'LenaWaithe']"
1679335,Animation Adventure Comedy Family Fantasy Musical,"['MikeMitchell', 'WaltDohrn']","['AnnaKendrick', 'JustinTimberlake', 'ZooeyDeschanel', 'ChristopherMintz-Plasse']"
1686821,Action Comedy Drama Fantasy Horror Mystery Thriller,['MarkWaters'],"['ZoeyDeutch', 'LucyFry', 'DanilaKozlovskiy', 'GabrielByrne']"
1700841,Animation Adventure Comedy Fantasy,"['GregTiernan', 'ConradVernon']","['SethRogen', 'KristenWiig', 'JonahHill', 'AlistairAbell']"
1727824,Biography Drama Music,['BryanSinger'],"['RamiMalek', 'LucyBoynton', 'GwilymLee', 'BenHardy']"
1741273,Crime Drama Mystery Thriller,['BillyRay'],"['ChiwetelEjiofor', 'NicoleKidman', 'JuliaRoberts', 'DeanNorris']"
1754656,Animation Adventure Drama Family Fantasy,['MarkOsborne'],"['JeffBridges', 'MackenzieFoy', 'RachelMcAdams', 'MarionCotillard']"
1758810,Crime Drama Mystery Thriller,['TomasAlfredson'],"['MichaelFassbender', 'RebeccaFerguson', 'CharlotteGainsbourg', 'JonasKarlsson']"
1809398,Biography Drama Sport War,['AngelinaJolie'],"[""JackO'Connell"", 'Miyavi', 'DomhnallGleeson', 'GarrettHedlund']"
1823664,Comedy Drama Family Musical,['WillGluck'],"['QuvenzhanéWallis', 'CameronDiaz', 'JamieFoxx', 'RoseByrne']"
1823672,Action Crime Drama SciFi Thriller,['NeillBlomkamp'],"['SharltoCopley', 'DevPatel', 'HughJackman', 'SigourneyWeaver']"
1825683,Action Adventure SciFi,['RyanCoogler'],"['ChadwickBoseman', 'MichaelB.Jordan', ""LupitaNyong'o"", 'DanaiGurira']"
1837636,Adventure Biography Drama History Romance,['WernerHerzog'],"['NicoleKidman', 'JamesFranco', 'RobertPattinson', 'DamianLewis']"
1850397,Mystery Romance Thriller,['ErikVanLooy'],"['KarlUrban', 'JamesMarsden', 'WentworthMiller', 'EricStonestreet']"
1850457,Comedy,['JasonMoore'],"['AmyPoehler', 'TinaFey', 'MayaRudolph', 'IkeBarinholtz']"
1855199,Action Crime Drama Thriller,['DavidAyer'],"['JakeGyllenhaal', 'MichaelPeña', 'AnnaKendrick', 'AmericaFerrera']"
1856101,Drama Mystery SciFi Thriller,['DenisVilleneuve'],"['HarrisonFord', 'RyanGosling', 'AnadeArmas', 'DaveBautista']"
1860213,Comedy,['DanMazer'],"['RobertDeNiro', 'ZacEfron', 'ZoeyDeutch', 'AubreyPlaza']"
1860357,Action Drama History Thriller,['PeterBerg'],"['MarkWahlberg', 'KurtRussell', 'DouglasM.Griffin', 'JamesDuMont']"
1881002,Drama Horror,['HenryHobson'],"['ArnoldSchwarzenegger', 'AbigailBreslin', 'JoelyRichardson', 'LauraCayouette']"
1895587,Crime Drama,['TomMcCarthy'],"['MarkRuffalo', 'MichaelKeaton', 'RachelMcAdams', 'LievSchreiber']"
1935859,Adventure Drama Fantasy Thriller,['TimBurton'],"['EvaGreen', 'AsaButterfield', 'SamuelL.Jackson', 'JudiDench']"
1951266,Action Adventure SciFi Thriller,['FrancisLawrence'],"['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth', 'WoodyHarrelson']"
1961175,Action Thriller,['MichaelCuesta'],"[""DylanO'Brien"", 'MichaelKeaton', 'SanaaLathan', 'TaylorKitsch']"
1972591,Action Adventure Drama Fantasy,['GuyRitchie'],"['CharlieHunnam', 'AstridBergès-Frisbey', 'JudeLaw', 'DjimonHounsou']"
1974419,Horror Thriller,['NicolasWindingRefn'],"['ElleFanning', 'ChristinaHendricks', 'KeanuReeves', 'KarlGlusman']"
1976009,Drama Horror SciFi Thriller,['PaulMcGuigan'],"['DanielRadcliffe', 'JamesMcAvoy', 'JessicaBrownFindlay', 'AndrewScott']"
1979376,Animation Adventure Comedy Family Fantasy,['JoshCooley'],"['TomHanks', 'TimAllen', 'AnniePotts', 'TonyHale']"
1979388,Animation Adventure Comedy Drama Family Fantasy,['PeterSohn'],"['JeffreyWright', 'FrancesMcDormand', 'MaleahNipay-Padilla', 'RyanTeeple']"
1981107,Action Adventure Comedy Drama Family,['Jean-PierreJeunet'],"['HelenaBonhamCarter', 'JudyDavis', 'CallumKeithRennie', 'KyleCatlett']"
1985949,Animation Action Comedy Family,"['ClayKaytis', 'FergalReilly']","['JasonSudeikis', 'JoshGad', 'DannyMcBride', 'MayaRudolph']"
2025690,Action Drama History Thriller,['CraigGillespie'],"['ChrisPine', 'CaseyAffleck', 'BenFoster', 'EricBana']"
2039393,Crime Drama Thriller,['RupertWyatt'],"['MarkWahlberg', 'JessicaLange', 'JohnGoodman', 'BrieLarson']"
2056771,Drama Thriller,['LucaGuadagnino'],"['TildaSwinton', 'MatthiasSchoenaerts', 'RalphFiennes', 'DakotaJohnson']"
2057392,Drama Thriller War,['GavinHood'],"['HelenMirren', 'AaronPaul', 'AlanRickman', 'BarkhadAbdi']"
2080374,Biography Drama,['DannyBoyle'],"['MichaelFassbender', 'KateWinslet', 'SethRogen', 'JeffDaniels']"
2084977,Drama,['CharlesSturridge'],"['MatthewRhys', 'EileenAtkins', 'AntonLesser', 'JodhiMay']"
2088735,Short Drama,[],"['ShawnChristensen', 'FatimaPtacek', 'KimAllen', 'DanaSegal']"
2091935,Action Comedy Romance,['PacoCabezas'],"['AnnaKendrick', 'SamRockwell', 'TimRoth', 'JamesRansone']"
2094766,Action Adventure SciFi,['JustinKurzel'],"['MichaelFassbender', 'MarionCotillard', 'JeremyIrons', 'BrendanGleeson']"
2096673,Animation Adventure Comedy Drama Family Fantasy,"['PeteDocter', 'RonnieDelCarmen']","['AmyPoehler', 'BillHader', 'LewisBlack', 'MindyKaling']"
2097298,Biography Drama Sport,['NikiCaro'],"['KevinCostner', 'MariaBello', 'RamiroRodriguez', 'CarlosPratts']"
2101383,Drama Romance,['TerrenceMalick'],"['ChristianBale', 'CateBlanchett', 'NataliePortman', 'BrianDennehy']"
2111478,Documentary,[],[]
2119532,Biography Drama History War,['MelGibson'],"['AndrewGarfield', 'SamWorthington', 'LukeBracey', 'TeresaPalmer']"
2126355,Action Adventure Drama Thriller,['BradPeyton'],"['DwayneJohnson', 'CarlaGugino', 'AlexandraDaddario', 'ColtonHaynes']"
2126357,Comedy Drama Romance,['PeterSegal'],"['JenniferLopez', 'VanessaHudgens', 'LeahRemini', 'TreatWilliams']"
2140037,Action Drama Western,"[""GavinO'Connor""]","['NataliePortman', 'JoelEdgerton', 'EwanMcGregor', 'RodrigoSantoro']"
2140379,Action Mystery SciFi Thriller,['TarsemSingh'],"['RyanReynolds', 'NatalieMartinez', 'MatthewGoode', 'BenKingsley']"
2140479,Action Crime Drama Thriller,"[""GavinO'Connor""]","['BenAffleck', 'AnnaKendrick', 'J.K.Simmons', 'JonBernthal']"
2167266,Adventure Biography Drama,['JohnCurran'],"['MiaWasikowska', 'AdamDriver', 'LilyPearl', 'PhilipDodd']"
